[2026-01-16 18:33:25] START Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0
[2026-01-16 18:33:47] Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0, QuestionNumber: 1, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Buchfink, answerPossibility3: Blaumeise, answerPossibility4: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 22,32
[2026-01-16 19:36:24] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Kohlmeise, selectableBird2: Eisvogel, selectableBird3: Buntspecht, selectableBird4: Amsel, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 24,80
[2026-01-16 19:36:31] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Blaumeise, selectableBird2: Rotkehlchen, selectableBird3: Rauchschwalbe, selectableBird4: Singdrossel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 5,48
[2026-01-16 19:37:04] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Rauchschwalbe, selectableBird2: Rotkehlchen, selectableBird3: Amsel, selectableBird4: Singdrossel, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 32,29
[2026-01-16 19:37:06] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Buntspecht, selectableBird2: Singdrossel, selectableBird3: Amsel, selectableBird4: Blaumeise, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,65
[2026-01-16 19:37:07] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Rauchschwalbe, selectableBird2: Buntspecht, selectableBird3: Kohlmeise, selectableBird4: Blaumeise, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,05
[2026-01-16 19:37:08] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 143,35, amountOfQuestions: 8, richtigeAnswersCounter: 2, falseAnswersCounter: 6, successrate: 25,00, levelPassed: False
[2026-01-16 19:37:12] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:37:35] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Blaumeise, selectableBird2: Rotkehlchen, selectableBird3: Rauchschwalbe, selectableBird4: Amsel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 22,99
[2026-01-16 19:38:12] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Rotkehlchen, selectableBird2: Kohlmeise, selectableBird3: Blaumeise, selectableBird4: Amsel, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForTheQuestion: 35,92
[2026-01-16 19:39:00] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Rotkehlchen, selectableBird2: Singdrossel, selectableBird3: Rauchschwalbe, selectableBird4: Blaumeise, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 47,12
[2026-01-16 19:39:16] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Buntspecht, selectableBird2: Rotkehlchen, selectableBird3: Blaumeise, selectableBird4: Eisvogel, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForTheQuestion: 14,57
[2026-01-16 19:40:19] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Singdrossel, selectableBird2: Amsel, selectableBird3: Rauchschwalbe, selectableBird4: Eisvogel, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 62,03
[2026-01-16 19:40:35] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Blaumeise, selectableBird2: Kohlmeise, selectableBird3: Buntspecht, selectableBird4: Eisvogel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Rauchschwalbe, wasAnswerCorrect: True, timeNeededForTheQuestion: 15,22
[2026-01-16 19:41:51] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Singdrossel, selectableBird2: Amsel, selectableBird3: Buntspecht, selectableBird4: Eisvogel, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: True, timeNeededForTheQuestion: 74,81
[2026-01-16 19:41:54] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Rauchschwalbe, selectableBird2: Eisvogel, selectableBird3: Buntspecht, selectableBird4: Blaumeise, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 1,53
[2026-01-16 19:41:55] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 282,25, amountOfQuestions: 8, richtigeAnswersCounter: 5, falseAnswersCounter: 3, successrate: 62,50, levelPassed: True
[2026-01-16 19:43:07] START Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6
[2026-01-16 19:43:29] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 1, singingBird1: 8_Buntspecht_3, singingBird2: 2_Rotkehlchen_2, singingBird3: 5_Kohlmeise_3, answerPossibility1: Buntspecht, answerPossibility2: Amsel, answerPossibility3: Eisvogel, answerPossibility4: Rotkehlchen, answerPossibility5: Kohlmeise, givenAnswer1: Buntspecht wasCorrect: True, givenAnswer2: Amsel  wasCorrect: False, givenAnswer3: Eisvogel  wasCorrect: False, timeNeededForTheQuestion: 22,51
[2026-01-16 19:43:44] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 2, singingBird1: 3_Blaumeise_1, singingBird2: 6_Rauchschwalbe_1, singingBird3: 10_Eisvogel_1, answerPossibility1: Rotkehlchen, answerPossibility2: Eisvogel, answerPossibility3: Rauchschwalbe, answerPossibility4: Amsel, answerPossibility5: Blaumeise, givenAnswer1: Rotkehlchen wasCorrect: False, givenAnswer2: Eisvogel  wasCorrect: True, givenAnswer3: Blaumeise  wasCorrect: True, timeNeededForTheQuestion: 14,19
[2026-01-16 19:44:01] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 3, singingBird1: 8_Buntspecht_2, singingBird2: 5_Kohlmeise_3, singingBird3: 10_Eisvogel_1, answerPossibility1: Kohlmeise, answerPossibility2: Buntspecht, answerPossibility3: Amsel, answerPossibility4: Eisvogel, answerPossibility5: Blaumeise, givenAnswer1: Kohlmeise wasCorrect: True, givenAnswer2: Buntspecht  wasCorrect: True, givenAnswer3: Blaumeise  wasCorrect: False, timeNeededForTheQuestion: 15,31
[2026-01-16 19:44:12] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 4, singingBird1: 8_Buntspecht_2, singingBird2: 1_Amsel_1, singingBird3: 9_Singdrossel_1, answerPossibility1: Singdrossel, answerPossibility2: Rotkehlchen, answerPossibility3: Kohlmeise, answerPossibility4: Amsel, answerPossibility5: Buntspecht, givenAnswer1: Singdrossel wasCorrect: True, givenAnswer2: Rotkehlchen  wasCorrect: False, givenAnswer3: Amsel  wasCorrect: True, timeNeededForTheQuestion: 10,50
[2026-01-16 19:44:12] END Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, TimeNeededForTheLevel: 65,53, AchievedPoints: 7, AchieveablePoints: 12, Successrate: 58,33, levelPassed: False
[2026-01-16 19:44:16] START Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6
[2026-01-16 19:44:44] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 1, singingBird1: 9_Singdrossel_1, singingBird2: 8_Buntspecht_3, singingBird3: 2_Rotkehlchen_3, answerPossibility1: Eisvogel, answerPossibility2: Rauchschwalbe, answerPossibility3: Buntspecht, answerPossibility4: Rotkehlchen, answerPossibility5: Singdrossel, givenAnswer1: Rauchschwalbe wasCorrect: False, givenAnswer2: Buntspecht  wasCorrect: True, givenAnswer3: Singdrossel  wasCorrect: True, timeNeededForTheQuestion: 27,73
[2026-01-16 19:44:54] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 2, singingBird1: 3_Blaumeise_2, singingBird2: 8_Buntspecht_1, singingBird3: 2_Rotkehlchen_3, answerPossibility1: Blaumeise, answerPossibility2: Eisvogel, answerPossibility3: Amsel, answerPossibility4: Buntspecht, answerPossibility5: Rotkehlchen, givenAnswer1: Blaumeise wasCorrect: True, givenAnswer2: Eisvogel  wasCorrect: False, givenAnswer3: Rotkehlchen  wasCorrect: True, timeNeededForTheQuestion: 9,38
[2026-01-16 19:45:06] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 3, singingBird1: 8_Buntspecht_1, singingBird2: 2_Rotkehlchen_2, singingBird3: 10_Eisvogel_2, answerPossibility1: Eisvogel, answerPossibility2: Buntspecht, answerPossibility3: Blaumeise, answerPossibility4: Rotkehlchen, answerPossibility5: Amsel, givenAnswer1: Eisvogel wasCorrect: True, givenAnswer2: Blaumeise  wasCorrect: False, givenAnswer3: Amsel  wasCorrect: False, timeNeededForTheQuestion: 11,08
[2026-01-16 19:45:10] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 4, singingBird1: 3_Blaumeise_1, singingBird2: 2_Rotkehlchen_2, singingBird3: 10_Eisvogel_1, answerPossibility1: Amsel, answerPossibility2: Blaumeise, answerPossibility3: Eisvogel, answerPossibility4: Rauchschwalbe, answerPossibility5: Rotkehlchen, givenAnswer1: Amsel wasCorrect: False, givenAnswer2: Eisvogel  wasCorrect: True, givenAnswer3: Rauchschwalbe  wasCorrect: False, timeNeededForTheQuestion: 2,68
[2026-01-16 19:45:10] END Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, TimeNeededForTheLevel: 53,90, AchievedPoints: 6, AchieveablePoints: 12, Successrate: 50,00, levelPassed: False
[2026-01-16 19:45:13] START Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6
[2026-01-16 19:45:23] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 1, singingBird1: 3_Blaumeise_1, singingBird2: 1_Amsel_2, singingBird3: 2_Rotkehlchen_3, answerPossibility1: Blaumeise, answerPossibility2: Eisvogel, answerPossibility3: Amsel, answerPossibility4: Buntspecht, answerPossibility5: Rotkehlchen, givenAnswer1: Blaumeise wasCorrect: True, givenAnswer2: Amsel  wasCorrect: True, givenAnswer3: Buntspecht  wasCorrect: False, timeNeededForTheQuestion: 10,10
[2026-01-16 19:45:36] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 2, singingBird1: 8_Buntspecht_2, singingBird2: 1_Amsel_1, singingBird3: 2_Rotkehlchen_2, answerPossibility1: Eisvogel, answerPossibility2: Buntspecht, answerPossibility3: Blaumeise, answerPossibility4: Amsel, answerPossibility5: Rotkehlchen, givenAnswer1: Buntspecht wasCorrect: True, givenAnswer2: Blaumeise  wasCorrect: False, givenAnswer3: Amsel  wasCorrect: True, timeNeededForTheQuestion: 11,47
[2026-01-16 19:45:47] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 3, singingBird1: 10_Eisvogel_2, singingBird2: 3_Blaumeise_1, singingBird3: 1_Amsel_1, answerPossibility1: Singdrossel, answerPossibility2: Rotkehlchen, answerPossibility3: Amsel, answerPossibility4: Eisvogel, answerPossibility5: Blaumeise, givenAnswer1: Singdrossel wasCorrect: False, givenAnswer2: Amsel  wasCorrect: True, givenAnswer3: Blaumeise  wasCorrect: True, timeNeededForTheQuestion: 10,64
[2026-01-16 19:45:56] Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, QuestionNumber: 4, singingBird1: 3_Blaumeise_1, singingBird2: 6_Rauchschwalbe_2, singingBird3: 2_Rotkehlchen_1, answerPossibility1: Blaumeise, answerPossibility2: Buntspecht, answerPossibility3: Rotkehlchen, answerPossibility4: Rauchschwalbe, answerPossibility5: Singdrossel, givenAnswer1: Buntspecht wasCorrect: False, givenAnswer2: Rotkehlchen  wasCorrect: True, givenAnswer3: Rauchschwalbe  wasCorrect: True, timeNeededForTheQuestion: 7,74
[2026-01-16 19:45:56] END Game: BirdChor - Syncron, LevelButtonNumber: 9, Level: level6, TimeNeededForTheLevel: 42,98, AchievedPoints: 8, AchieveablePoints: 12, Successrate: 66,67, levelPassed: True
[2026-01-16 19:46:16] START Game: BirdQuiz, LevelButtonNumber: 10, Level: 7
[2026-01-16 19:46:23] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 1, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Kohlmeise, answerPossibility2: Blaumeise, answerPossibility3: Buchfink, answerPossibility4: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 7,12
[2026-01-16 19:46:29] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 2, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Eisvogel, answerPossibility2: Blaumeise, answerPossibility3: Buchfink, answerPossibility4: Amsel, givenAnswer: Buchfink, wasAnswerCorrect: True, timeNeededForThisAnswer: 5,10
[2026-01-16 19:46:36] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 3, questionedBirdSong: 8_Buntspecht_2, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Singdrossel, answerPossibility3: Rauchschwalbe, answerPossibility4: Blaumeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForThisAnswer: 6,23
[2026-01-16 19:46:44] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 4, questionedBirdSong: 3_Blaumeise_1, questionedBird: Blaumeise, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Kohlmeise, answerPossibility3: Blaumeise, answerPossibility4: Eisvogel, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForThisAnswer: 7,08
[2026-01-16 19:46:53] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 5, questionedBirdSong: 6_Rauchschwalbe_1, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Eisvogel, answerPossibility2: Rotkehlchen, answerPossibility3: Rauchschwalbe, answerPossibility4: Blaumeise, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 7,60
[2026-01-16 19:46:57] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 6, questionedBirdSong: 9_Singdrossel_1, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Buchfink, answerPossibility2: Singdrossel, answerPossibility3: Kohlmeise, answerPossibility4: Rauchschwalbe, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForThisAnswer: 3,15
[2026-01-16 19:47:00] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 7, questionedBirdSong: 10_Eisvogel_2, questionedBird: Eisvogel, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Eisvogel, answerPossibility3: Kohlmeise, answerPossibility4: Rotkehlchen, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForThisAnswer: 2,65
[2026-01-16 19:47:01] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 8, questionedBirdSong: 2_Rotkehlchen_1, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Buchfink, answerPossibility3: Rotkehlchen, answerPossibility4: Singdrossel, givenAnswer: Rotkehlchen, wasAnswerCorrect: True, timeNeededForThisAnswer: 0,32
[2026-01-16 19:47:05] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 9, questionedBirdSong: 1_Amsel_1, questionedBird: Amsel, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Singdrossel, answerPossibility3: Buchfink, answerPossibility4: Kohlmeise, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForThisAnswer: 2,71
[2026-01-16 19:47:05] END Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, totalTimeNeeded: 49,21, amountOfQuestions: 9, correctAnswers: 4, incorrectAnswers: 5, successrate: 44,44, levelPassed: False
[2026-01-16 19:47:08] START Game: BirdQuiz, LevelButtonNumber: 10, Level: 7
[2026-01-16 19:47:16] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 1, questionedBirdSong: 6_Rauchschwalbe_3, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Rauchschwalbe, answerPossibility3: Buchfink, answerPossibility4: Rotkehlchen, givenAnswer: Buchfink, wasAnswerCorrect: False, timeNeededForThisAnswer: 8,49
[2026-01-16 19:47:26] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 2, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Blaumeise, answerPossibility2: Buchfink, answerPossibility3: Kohlmeise, answerPossibility4: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 8,76
[2026-01-16 19:47:34] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 3, questionedBirdSong: 2_Rotkehlchen_1, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Buchfink, answerPossibility3: Rotkehlchen, answerPossibility4: Kohlmeise, givenAnswer: Buchfink, wasAnswerCorrect: False, timeNeededForThisAnswer: 7,13
[2026-01-16 19:47:35] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 4, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Blaumeise, answerPossibility2: Kohlmeise, answerPossibility3: Buchfink, answerPossibility4: Eisvogel, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,24
[2026-01-16 19:47:36] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 5, questionedBirdSong: 9_Singdrossel_1, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Amsel, answerPossibility3: Singdrossel, answerPossibility4: Buchfink, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,21
[2026-01-16 19:47:37] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 6, questionedBirdSong: 3_Blaumeise_1, questionedBird: Blaumeise, answerPossibilities: answerPossibility1: Buchfink, answerPossibility2: Rauchschwalbe, answerPossibility3: Blaumeise, answerPossibility4: Kohlmeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,19
[2026-01-16 19:47:38] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 7, questionedBirdSong: 8_Buntspecht_3, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Buchfink, answerPossibility2: Eisvogel, answerPossibility3: Buntspecht, answerPossibility4: Amsel, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,15
[2026-01-16 19:47:39] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 8, questionedBirdSong: 1_Amsel_2, questionedBird: Amsel, answerPossibilities: answerPossibility1: Blaumeise, answerPossibility2: Rauchschwalbe, answerPossibility3: Amsel, answerPossibility4: Eisvogel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,17
[2026-01-16 19:47:40] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 9, questionedBirdSong: 10_Eisvogel_2, questionedBird: Eisvogel, answerPossibilities: answerPossibility1: Eisvogel, answerPossibility2: Singdrossel, answerPossibility3: Blaumeise, answerPossibility4: Rotkehlchen, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,18
[2026-01-16 19:47:40] END Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, totalTimeNeeded: 32,76, amountOfQuestions: 9, correctAnswers: 0, incorrectAnswers: 9, successrate: 0,00, levelPassed: False
[2026-01-16 19:47:42] START Game: BirdQuiz, LevelButtonNumber: 10, Level: 7
[2026-01-16 19:47:48] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 1, questionedBirdSong: 6_Rauchschwalbe_3, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Blaumeise, answerPossibility2: Rauchschwalbe, answerPossibility3: Kohlmeise, answerPossibility4: Buchfink, givenAnswer: Buchfink, wasAnswerCorrect: False, timeNeededForThisAnswer: 5,55
[2026-01-16 19:47:49] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 2, questionedBirdSong: 3_Blaumeise_2, questionedBird: Blaumeise, answerPossibilities: answerPossibility1: Blaumeise, answerPossibility2: Buntspecht, answerPossibility3: Buchfink, answerPossibility4: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,30
[2026-01-16 19:47:50] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 3, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Blaumeise, answerPossibility3: Buchfink, answerPossibility4: Rauchschwalbe, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,24
[2026-01-16 19:47:51] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 4, questionedBirdSong: 2_Rotkehlchen_3, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Buchfink, answerPossibility2: Rauchschwalbe, answerPossibility3: Kohlmeise, answerPossibility4: Rotkehlchen, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,25
[2026-01-16 19:47:52] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 5, questionedBirdSong: 10_Eisvogel_1, questionedBird: Eisvogel, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Buntspecht, answerPossibility3: Eisvogel, answerPossibility4: Amsel, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,20
[2026-01-16 19:47:53] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 6, questionedBirdSong: 1_Amsel_2, questionedBird: Amsel, answerPossibilities: answerPossibility1: Blaumeise, answerPossibility2: Amsel, answerPossibility3: Buchfink, answerPossibility4: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,27
[2026-01-16 19:47:54] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 7, questionedBirdSong: 8_Buntspecht_3, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Buchfink, answerPossibility2: Amsel, answerPossibility3: Buntspecht, answerPossibility4: Singdrossel, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,28
[2026-01-16 19:47:55] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 8, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Eisvogel, answerPossibility3: Buchfink, answerPossibility4: Amsel, givenAnswer: Buchfink, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,26
[2026-01-16 19:47:56] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 9, questionedBirdSong: 5_Kohlmeise_2, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Eisvogel, answerPossibility2: Blaumeise, answerPossibility3: Buntspecht, answerPossibility4: Kohlmeise, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,22
[2026-01-16 19:47:57] END Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, totalTimeNeeded: 14,84, amountOfQuestions: 9, correctAnswers: 0, incorrectAnswers: 9, successrate: 0,00, levelPassed: False
[2026-01-16 19:47:59] START Game: BirdQuiz, LevelButtonNumber: 10, Level: 7
[2026-01-16 19:48:01] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 1, questionedBirdSong: 1_Amsel_1, questionedBird: Amsel, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Singdrossel, answerPossibility3: Buntspecht, answerPossibility4: Rotkehlchen, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForThisAnswer: 2,38
[2026-01-16 19:48:05] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 2, questionedBirdSong: 10_Eisvogel_1, questionedBird: Eisvogel, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Buchfink, answerPossibility3: Eisvogel, answerPossibility4: Rauchschwalbe, givenAnswer: Eisvogel, wasAnswerCorrect: True, timeNeededForThisAnswer: 3,20
[2026-01-16 19:48:10] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 3, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Buchfink, answerPossibility2: Blaumeise, answerPossibility3: Kohlmeise, answerPossibility4: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForThisAnswer: 4,16
[2026-01-16 19:48:16] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 4, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Kohlmeise, answerPossibility2: Rauchschwalbe, answerPossibility3: Buchfink, answerPossibility4: Rotkehlchen, givenAnswer: Buchfink, wasAnswerCorrect: True, timeNeededForThisAnswer: 4,90
[2026-01-16 19:48:23] Game: BirdQuiz, LevelButtonNumber: 10, Level: 7, QuestionNumber: 5, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Buchfink, answerPossibility3: Amsel, answerPossibility4: Kohlmeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForThisAnswer: 5,91
